username,is_present
fake655_3030,0
fake656_4075,0
fake657_5962,0
fake658_7593,0
fuzzy_falcon_82517,1
fake660_1830,0
fake661_4136,0
user34049,1
user67158,1
clever_dragon_25460,1
silent_dragon_46769,1
fake666_1301,0
fake667_2253,0
mighty_llama_47999,1
fake669_2138,0
fuzzy_dragon_44149,1
fake671_5824,0
8s64ho_68035,1
fake673_8834,0
silent_llama_7993,1
fake675_9801,0
fake676_9008,0
fuzzy_lynx_34277,1
user25990,1
fake679_4211,0
fake680_1169,0
fake681_5492,0
mighty_falcon_44887,1
clever_otter_56396,1
fake684_1738,0
fake685_7008,0
user25101,1
swift_lynx_88096,1
fake688_7073,0
user11773,1
fuzzy_dragon_64757,1
user74351,1
silent_llama_42617,1
user42127,1
06hvzu_71496,1
fake695_5710,0
fuzzy_falcon_90709,1
clever_panda_4188,1
1wxksa_4812,1
user67775,1
xvebgb_41600,1
fake701_2083,0
fake702_6466,0
fake703_2910,0
lucky_tiger_41990,1
fake705_8171,0
fake706_7714,0
fake707_1308,0
fake708_5140,0
user91843,1
fake710_8783,0
fake711_7898,0
silent_tiger_75393,1
z6hycw_36130,1
x5z4fk_32012,1
td2jqt_12397,1
fake716_6437,0
zmgzmy_40879,1
fake718_3340,0
user19327,1
so5dhp_8485,1
fake721_3267,0
sn13ck_58061,1
user93102,1
x70em6_21908,1
fake725_1974,0
fake726_6323,0
8hw8x7_93400,1
fake728_3061,0
fake729_4145,0
silent_llama_50361,1
fake731_3023,0
bright_llama_92730,1
user78297,1
fake734_4529,0
158pvv_85961,1
6znpgu_59072,1
fake737_7483,0
user85364,1
fake739_8319,0
user84071,1
fake741_5043,0
fake742_6184,0
silent_llama_42681,1
clever_llama_11132,1
tq5w33_30785,1
fake746_8370,0
fake747_1765,0
mighty_tiger_10695,1
user2175,1
fake750_8175,0
fake751_3589,0
fake752_8270,0
w7ipxq_48357,1
fake754_3697,0
fake755_8032,0
user7242,1
fake757_2081,0
mighty_panda_70943,1
0qmweu_75439,1
fake760_4934,0
fake761_7167,0
mighty_falcon_26903,1
brave_falcon_50899,1
fake764_9163,0
mighty_panda_98399,1
wsch01_15783,1
fake767_7908,0
fake768_5497,0
fake769_9878,0
brave_otter_31819,1
mighty_falcon_62039,1
x1j5e3_96213,1
user41850,1
clever_dragon_23668,1
fake775_9113,0
490kzf_59972,1
silent_llama_95929,1
user73336,1
fake779_5579,0
fake780_7144,0
fake781_5921,0
mighty_llama_45183,1
fake783_7097,0
fuzzy_lynx_67749,1
fake785_9482,0
fake786_9554,0
fake787_7366,0
user98799,1
fake789_1090,0
tysmod_47648,1
fake791_9945,0
fake792_3660,0
swift_koala_83368,1
swift_falcon_59152,1
fake795_1636,0
fake796_9508,0
27uk42_81325,1
fake798_3594,0
fake799_4572,0
user91285,1
brave_falcon_1363,1
fake802_3731,0
fake803_3517,0
fake804_8202,0
fake805_7452,0
fake806_7823,0
fake807_2369,0
fake808_7883,0
fake809_9236,0
fake810_6327,0
user75504,1
0cnzpg_93209,1
y9i79z_27001,1
fake814_9192,0
fake815_3854,0
fake816_6031,0
0hy900_62609,1
fake818_5457,0
brave_koala_17579,1
user14446,1
fake821_8488,0
clever_lynx_58724,1
fake823_8955,0
z2rh7x_49135,1
y34wt4_49887,1
vanvxu_84569,1
wnuryc_19286,1
fake828_5725,0
007ot0_64193,1
wbf5id_17986,1
brave_otter_5387,1
user80212,1
fake833_3800,0
fake834_2377,0
fake835_7902,0
fake836_3124,0
fake837_3070,0
fake838_5206,0
fake839_3890,0
silent_dragon_43633,1
fake841_3996,0
fake842_1056,0
8e4k0l_70288,1
silent_koala_56169,1
fake845_6593,0
user50826,1
v6g9x7_94568,1
fake848_6656,0
fake849_6433,0
user23578,1
0a04jn_36930,1
fake852_7812,0
bright_dragon_25650,1
fuzzy_dragon_96117,1
fake855_1663,0
fake856_2550,0
x70em6_21908,1
y3lfz9_35544,1
fake859_1467,0
fake860_8252,0
bright_panda_50394,1
fake862_1206,0
fake863_8582,0
fake864_5906,0
user32316,1
fake866_9888,0
fake867_7553,0
fake868_3924,0
brave_falcon_59283,1
fake870_6510,0
fake871_3402,0
y6ener_3124,1
fake873_7357,0
y5pgi0_53346,1
lucky_otter_90830,1
fake876_3752,0
fake877_8173,0
fake878_7665,0
fake879_8333,0
fake880_4012,0
clever_lynx_39716,1
fake882_5353,0
fake883_9066,0
fake884_8459,0
fake885_1837,0
fake886_4880,0
fuzzy_panda_93149,1
fake888_1955,0
swift_falcon_48208,1
2oolt9_34306,1
user47134,1
fake892_1596,0
fake893_6457,0
user72546,1
mighty_llama_50687,1
clever_panda_27740,1
fake897_4443,0
w335fx_80078,1
fake899_7463,0
fake900_5902,0
user23699,1
fake902_2253,0
fake903_7035,0
wwx2bx_28958,1
fake905_3656,0
vw30n7_34285,1
brave_lynx_55843,1
fake908_6327,0
fake909_6350,0
fake910_1574,0
user92722,1
31dsst_86604,1
fake913_3538,0
fake914_7491,0
user408,1
smadu7_24227,1
fake917_6467,0
ybm8zp_4582,1
user99890,1
fake920_4351,0
fake921_3813,0
user52759,1
vgi7nr_60397,1
clever_lynx_22500,1
fake925_8209,0
fake926_7714,0
lucky_tiger_50630,1
fake928_8685,0
user84252,1
y01z0i_38575,1
fake931_1734,0
fake932_2480,0
z472g7_49930,1
s67eqf_45586,1
user82320,1
fuzzy_llama_86013,1
fake937_9476,0
36yll6_31180,1
xdvhjb_46992,1
fake940_7341,0
user29484,1
fake942_4622,0
fake943_2496,0
mighty_koala_72367,1
fake945_2364,0
swift_otter_52680,1
mighty_llama_87487,1
clever_falcon_6740,1
vvtxxs_72541,1
udnqdg_50188,1
v03fx1_16242,1
fake952_3402,0
yzx49q_6356,1
64wqcv_97898,1
bright_llama_68026,1
fake956_3776,0
lucky_koala_43374,1
fake958_3722,0
swift_dragon_32496,1
fake960_8766,0
fake961_5226,0
bright_falcon_75154,1
fake963_2152,0
fake964_9761,0
fake965_3349,0
yyv6r4_29645,1
user37566,1
silent_lynx_12129,1
3taud3_85138,1
fake970_2806,0
fake971_8660,0
fake972_4280,0
user98417,1
fake974_8747,0
fake975_7233,0
fake976_1476,0
z6js4y_99438,1
zk2zgu_84190,1
fake979_9741,0
mighty_otter_99471,1
fake981_8700,0
silent_dragon_35185,1
tenlrr_88676,1
user38525,1
fake985_5649,0
user82819,1
wxdx78_87227,1
lucky_lynx_10598,1
fake989_8562,0
fake990_5511,0
fake991_8259,0
user19660,1
user7476,1
xe4gex_15657,1
fake995_5620,0
fake996_5536,0
fake997_4753,0
user82283,1
fake999_1819,0
fake1000_2883,0
swift_tiger_55872,1
user89349,1
user84171,1
fake1004_6362,0
fake1005_1594,0
thdd94_23056,1
fake1007_8792,0
fake1008_8376,0
x0ccgn_18761,1
zmeejm_43132,1
user2440,1
x384u7_60305,1
fake1013_3464,0
fake1014_6885,0
fake1015_2101,0
fake1016_9079,0
fake1017_1905,0
62lqgl_70852,1
mighty_llama_65279,1
z0qxp9_95589,1
brave_dragon_30963,1
fake1022_9188,0
lucky_falcon_83734,1
silent_tiger_54145,1
fake1025_9670,0
wkcjof_29515,1
fake1027_6910,0
fake1028_6006,0
fake1029_1027,0
fake1030_8656,0
1xrumg_55515,1
user77385,1
fake1033_7692,0
fake1034_5615,0
fake1035_9661,0
fake1036_5836,0
user34918,1
bright_koala_55466,1
brave_otter_11275,1
fake1040_7034,0
user94455,1
fake1042_1990,0
szyvxz_34825,1
z7n0jy_59850,1
user90124,1
483m61_55079,1
5k5ebx_80681,1
user23587,1
u5cb84_42077,1
user79891,1
user33105,1
slka1i_47462,1
fake1053_3486,0
user81257,1
9700fz_71379,1
user37499,1
user14926,1
fake1058_5920,0
user44467,1
bright_lynx_62562,1
fake1061_4434,0
fake1062_3468,0
user12078,1
fake1064_4060,0
fake1065_9454,0
fuzzy_koala_36397,1
fake1067_3974,0
user59347,1
user98631,1
user55677,1
bright_otter_58954,1
fake1072_7427,0
fake1073_4679,0
fake1074_7492,0
user91459,1
user96551,1
mighty_otter_57999,1
user44558,1
vln1wa_58218,1
fake1080_4239,0
silent_lynx_53409,1
fake1082_5436,0
fake1083_7664,0
silent_dragon_8753,1
fake1085_4467,0
fake1086_4420,0
user18670,1
fuzzy_lynx_46501,1
fake1089_5936,0
fake1090_1245,0
lucky_koala_14574,1
fake1092_8478,0
fake1093_6604,0
user65526,1
tfqoxl_74952,1
fake1096_4856,0
fake1097_1758,0
fake1098_3148,0
fake1099_9955,0
fake1100_7594,0
fake1101_4608,0
fake1102_9062,0
tfizsj_67254,1
fake1104_9631,0
fake1105_7674,0
fake1106_8535,0
user87130,1
fake1108_1655,0
fake1109_3629,0
fake1110_9749,0
x12o0u_57360,1
fake1112_8138,0
fake1113_3134,0
user20225,1
user32881,1
user87566,1
fake1117_8889,0
zun7kv_19793,1
fake1119_4299,0
fake1120_3415,0
fake1121_8059,0
mighty_tiger_36295,1
fake1123_9894,0
fake1124_4822,0
user76271,1
fake1126_4893,0
fake1127_4687,0
fake1128_3840,0
silent_otter_72137,1
user61266,1
fuzzy_dragon_53237,1
u1n0qq_70392,1
fake1133_3754,0
fuzzy_panda_5981,1
fake1135_1939,0
ve2sqw_43229,1
fake1137_9071,0
7lqaxn_92927,1
fake1139_1388,0
user73785,1
0cw9ad_24092,1
fake1142_4686,0
bright_panda_67930,1
fake1144_5306,0
fake1145_6271,0
vzj8s4_92689,1
fake1147_8307,0
fake1148_4257,0
user69141,1
user80079,1
fake1151_4989,0
fuzzy_dragon_99381,1
user17182,1
mighty_panda_1631,1
fuzzy_koala_56173,1
y3lfz9_35544,1
fake1157_6278,0
yhtt1h_89645,1
fake1159_8668,0
fake1160_2368,0
fake1161_1575,0
fake1162_3706,0
user41006,1
fake1164_2855,0
fake1165_7317,0
fake1166_1103,0
fake1167_8981,0
fake1168_3562,0
user85918,1
silent_tiger_72193,1
9kvolx_69055,1
fake1172_2009,0
user67447,1
fake1174_2720,0
lucky_lynx_97446,1
user57289,1
fake1177_6389,0
yc85vp_24916,1
fake1179_3214,0
user11427,1
fake1181_5430,0
swift_lynx_6048,1
fake1183_4625,0
2mb6g2_5087,1
user58042,1
0zi0gh_62007,1
fake1187_1764,0
xehf6o_72597,1
fake1189_6165,0
fake1190_1953,0
fake1191_8467,0
fake1192_7412,0
fake1193_8362,0
user23340,1
udiks2_28779,1
swift_koala_32616,1
swift_dragon_58992,1
fake1198_2668,0
fake1199_4639,0
fake1200_4952,0
fake1201_3855,0
silent_otter_29129,1
mighty_llama_58303,1
fake1204_1387,0
fake1205_9443,0
swift_tiger_52160,1
fake1207_9483,0
silent_koala_80041,1
fake1209_6575,0
user80685,1
user6532,1
fake1212_1514,0
silent_tiger_67649,1
fake1214_6752,0
user2880,1
fake1216_5347,0
fake1217_9942,0
user85419,1
lucky_dragon_32374,1
user61131,1
70dln5_90491,1
yfofpb_31230,1
swift_panda_46040,1
user43975,1
fake1225_9582,0
fake1226_9426,0
fake1227_2638,0
fake1228_4605,0
fake1229_9771,0
0av6mh_98769,1
silent_dragon_41265,1
fake1232_8286,0
s0avmm_52234,1
user28606,1
user12517,1
9lz7gd_2517,1
bright_koala_95850,1
01c1re_80702,1
fake1239_5902,0
fake1240_4631,0
fake1241_1201,0
brave_otter_34443,1
fake1243_5469,0
fake1244_1761,0
fake1245_6102,0
lucky_koala_22254,1
user56414,1
fake1248_6754,0
3ut08e_74158,1
user51390,1
fake1251_6876,0
33utf0_4393,1
user31842,1
fake1254_8383,0
lucky_llama_44542,1
y4j2ck_73839,1
fake1257_3596,0
user3407,1
fake1259_5971,0
x3vysx_65897,1
1tdlzt_91535,1
fake1262_4519,0
fake1263_3254,0
lucky_koala_86638,1
fake1265_1838,0
user84808,1
tg3yva_44250,1
fuzzy_lynx_37157,1
user79301,1
silent_koala_4777,1
fake1271_2066,0
fake1272_6202,0
fake1273_6501,0
fake1274_9858,0
29gco8_97230,1
user74707,1
fake1277_5144,0
z6o5cy_56959,1
lucky_lynx_89382,1
brave_llama_41595,1
user1948,1
user51267,1
fake1283_9239,0
fake1284_2870,0
0xr7v2_23428,1
user79954,1
fake1287_2285,0
fake1288_4510,0
bright_falcon_33298,1
fake1290_3104,0
fake1291_9786,0
fake1292_9362,0
fake1293_6533,0
sgsb9p_95956,1
fake1295_4674,0
838w6e_61362,1
user30382,1
fake1298_7473,0
fake1299_7544,0
fake1300_1703,0
fake1301_3487,0
fake1302_1518,0
user29984,1
user21843,1
fake1305_7616,0
9159t7_9403,1
user99971,1
z7hj59_43482,1
zbppza_93002,1
fake1310_7860,0
5se0co_9146,1
fake1312_6321,0
user75164,1
fake1314_7146,0
fake1315_9694,0
fuzzy_koala_6189,1
user71832,1
2ze117_62418,1
fake1319_4945,0
fake1320_6759,0
fake1321_9998,0
fake1322_5395,0
fake1323_9894,0
fake1324_4099,0
mighty_llama_27007,1
fake1326_2854,0
fake1327_3133,0
bright_koala_44778,1
user87090,1
xuiwem_66100,1
fake1331_3130,0
fake1332_1130,0
fake1333_7982,0
fake1334_5906,0
xitgt2_29226,1
wk2mhg_27549,1
fake1337_8689,0
fake1338_8069,0
uj5v5n_43741,1
user1679,1
lucky_otter_13710,1
fake1342_1624,0
user46776,1
lucky_falcon_47510,1
user5722,1
vwtl9o_20510,1
mighty_dragon_19959,1
fake1348_9843,0
fake1349_5417,0
fake1350_2479,0
fake1351_1383,0
brave_otter_10827,1
yzcuu9_99940,1
fake1354_6629,0
user5684,1
swift_lynx_72992,1
sxosvr_66536,1
fake1358_4907,0
fake1359_7457,0
fake1360_3945,0
fake1361_9952,0
lucky_koala_30958,1
fake1363_6791,0
user37346,1
w37zl3_8467,1
fake1366_4487,0
fake1367_5048,0
fake1368_4071,0
ul0prk_67668,1
fake1370_8450,0
3ychlm_47207,1
fake1372_2409,0
wv3x77_68480,1
fake1374_4729,0
fake1375_1682,0
fake1376_4705,0
fake1377_1126,0
31inh4_98383,1
lucky_panda_6622,1
fake1380_4138,0
fake1381_8111,0
silent_lynx_79905,1
ub00g8_76620,1
user64036,1
user25910,1
fake1386_7131,0
fake1387_5962,0
user76391,1
fake1389_3660,0
fake1390_3109,0
yapzbi_22464,1
fake1392_9238,0
t38ylm_12052,1
fake1394_7500,0
fake1395_7062,0
user7208,1
fake1397_4168,0
fake1398_7336,0
fake1399_6655,0
fake1400_2158,0
fake1401_4057,0
14m6bp_93238,1
lucky_koala_50734,1
tf7d0z_50002,1
user71765,1
fake1406_2334,0
fake1407_1012,0
fake1408_6725,0
fake1409_3860,0
fake1410_7037,0
fake1411_7191,0
u0mrmr_1107,1
fake1413_1288,0
fake1414_1264,0
fake1415_9922,0
63f2wo_14772,1
fake1417_7249,0
swift_tiger_1664,1
fake1419_9785,0
fake1420_3802,0
user47733,1
user97073,1
fake1423_2034,0
clever_falcon_98004,1
user11362,1
z33bui_54637,1
z9y28z_99164,1
fake1428_9931,0
bright_koala_51178,1
fake1430_3772,0
user13038,1
swift_lynx_11744,1
user67927,1
fake1434_4961,0
fuzzy_otter_20365,1
fake1436_2118,0
fake1437_1298,0
z1rw3v_34205,1
fake1439_6347,0
fake1440_2200,0
mighty_dragon_95607,1
brave_dragon_55539,1
user94013,1
fake1444_5675,0
fake1445_8348,0
user78247,1
vg3bcq_65470,1
fake1448_6843,0
fake1449_5720,0
317opu_30820,1
fake1451_5322,0
user89470,1
fuzzy_panda_42973,1
fake1454_4477,0
user85386,1
fake1456_7688,0
fake1457_5743,0
fake1458_7616,0
user21603,1
fake1460_8288,0
zef1v4_38668,1
fake1462_7088,0
