username,is_present
user251939,1
brave_falcon_255251,1
fake319_8951,0
fake320_1819,0
user94331,1
user125851,1
fake323_7443,0
fake324_8807,0
fuzzy_dragon_366773,1
clever_panda_974236,1
fake327_3885,0
fake328_8845,0
fake329_4354,0
0pxqae_542905,1
brave_otter_829067,1
fake332_6790,0
fake333_8987,0
fake334_4865,0
fake335_4830,0
wyh28l_510961,1
thbjmc_480832,1
5xe14t_655789,1
fake339_7081,0
fake340_6856,0
fake341_9856,0
fake342_4248,0
fake343_6488,0
fake344_4534,0
fake345_4774,0
user634254,1
user278519,1
fake348_6824,0
bright_koala_496042,1
fake350_8677,0
user58256,1
fake352_2473,0
fake353_3427,0
mighty_dragon_555063,1
0pcn0n_428205,1
fake356_1086,0
fake357_6466,0
fake358_8051,0
fake359_8712,0
fake360_2723,0
user892570,1
0gq8ua_437498,1
fake363_3717,0
fake364_1181,0
bright_falcon_596498,1
brave_koala_799467,1
fake367_8746,0
9f2n4n_783398,1
fake369_6294,0
bright_panda_904474,1
swift_tiger_694720,1
brave_lynx_281699,1
fake373_5671,0
fake374_1459,0
fake375_9231,0
mighty_dragon_264503,1
clever_tiger_338180,1
user690751,1
fake379_4189,0
fake380_9164,0
fake381_4277,0
vmxlkf_991622,1
user796390,1
user414674,1
user476281,1
fake386_5936,0
brave_lynx_308963,1
user802248,1
fake389_4097,0
fake390_7225,0
fake391_1268,0
fake392_9057,0
fake393_2418,0
2v0i78_330512,1
ucn4k8_607986,1
brave_otter_710923,1
user901041,1
fake398_2709,0
clever_dragon_760500,1
sb1ncm_873245,1
whtrfm_136425,1
fake402_7315,0
7j7eay_776386,1
fake404_3322,0
fake405_7175,0
bright_falcon_607186,1
fake407_1314,0
fake408_3518,0
fake409_8431,0
z881q7_186520,1
fake411_5303,0
fake412_9865,0
fake413_8748,0
fake414_9722,0
fake415_5191,0
mighty_falcon_132887,1
user761257,1
clever_tiger_428036,1
fake419_4617,0
0ndf5o_180715,1
clever_tiger_594884,1
fake422_6802,0
fake423_5930,0
fake424_8865,0
zpqvfh_659328,1
user279187,1
user834911,1
vyxw9h_616948,1
zuslrj_402358,1
fake430_7965,0
fake431_7395,0
fake432_6073,0
fake433_4674,0
fake434_5739,0
fake435_6186,0
user252032,1
bright_llama_317114,1
user275176,1
swift_otter_709192,1
fake440_3175,0
user641637,1
bright_falcon_78738,1
fake443_4330,0
fake444_1037,0
silent_otter_650121,1
fake446_6968,0
user757001,1
fake448_8812,0
fake449_3481,0
fake450_4074,0
fake451_1504,0
fake452_4039,0
brave_otter_696139,1
user555037,1
lucky_tiger_296902,1
fake456_1675,0
clever_tiger_58372,1
brave_otter_544651,1
fake459_5535,0
user704733,1
silent_panda_280857,1
user707922,1
lucky_falcon_746262,1
fake464_9087,0
fake465_6127,0
fake466_8208,0
tsysh0_650084,1
user138858,1
fake469_5525,0
fake470_2497,0
fake471_6635,0
8jymvp_943186,1
fake473_7433,0
user34326,1
user586555,1
fake476_5739,0
fake477_2901,0
user739023,1
s0uj7g_970975,1
mighty_tiger_50759,1
fake481_4486,0
fake482_9551,0
silent_koala_408937,1
fake484_9827,0
fake485_4992,0
fake486_6439,0
fake487_9342,0
fake488_6441,0
fake489_7945,0
mighty_lynx_746919,1
fake491_2093,0
6s6kv1_301635,1
fake493_6156,0
fake494_7664,0
fake495_7044,0
mighty_koala_193711,1
fake497_3962,0
fake498_8574,0
fake499_3796,0
fake500_5614,0
fake501_5449,0
79g6xw_369656,1
clever_panda_203740,1
user902228,1
swift_tiger_854208,1
mighty_falcon_578007,1
brave_lynx_420643,1
fake508_3364,0
fake509_4850,0
fake510_4229,0
user759924,1
fake512_9372,0
fake513_5921,0
y9rjl5_379056,1
fuzzy_koala_855341,1
fake516_8963,0
fake517_9440,0
x6nrbu_737365,1
v0vzix_300423,1
fake520_8565,0
fake521_7152,0
fake522_5655,0
silent_llama_825721,1
fake524_4833,0
uovxgh_475746,1
user907435,1
fake527_3123,0
brave_dragon_612275,1
fake529_9895,0
fake530_1082,0
fake531_9001,0
user501362,1
slaiw2_56243,1
fake534_2146,0
fake535_4326,0
fake536_9123,0
clever_dragon_153524,1
fake538_8978,0
fake539_3958,0
mighty_llama_178111,1
lucky_dragon_658166,1
fake542_7488,0
12rg5d_237380,1
fake544_6599,0
fake545_1241,0
brave_tiger_492291,1
bright_koala_241898,1
xavj2y_822180,1
fake549_1661,0
silent_panda_800985,1
fake551_9125,0
user104188,1
fake553_8900,0
fake554_9094,0
uo6m7b_773781,1
user484215,1
fake557_8991,0
fake558_2555,0
bright_dragon_22194,1
fake560_3760,0
wg6yew_84623,1
fake562_5612,0
fake563_3413,0
user46385,1
fake565_8266,0
fake566_4823,0
fake567_7509,0
user245839,1
fake569_8054,0
fake570_9104,0
fake571_7807,0
user913986,1
fake573_3002,0
fake574_2641,0
fake575_5370,0
wbq8g2_422233,1
user532302,1
fake578_3623,0
wxnf2l_364234,1
fake580_4801,0
fake581_7692,0
fake582_2334,0
fake583_6393,0
fake584_5585,0
clever_dragon_716404,1
user846309,1
fake587_1727,0
stidbz_49993,1
fake589_4262,0
fake590_3447,0
fake591_5744,0
fake592_9484,0
fake593_2971,0
brave_falcon_293779,1
fake595_4685,0
user591286,1
fake597_2476,0
user722071,1
fake599_8782,0
user604405,1
user237938,1
fake602_4933,0
fake603_8108,0
fake604_7539,0
3cx0tw_117309,1
fake606_1423,0
fake607_9604,0
user936866,1
fake609_2510,0
fake610_5786,0
fake611_6438,0
fake612_5412,0
lucky_lynx_325222,1
fake614_4350,0
user384475,1
fake616_3023,0
fuzzy_tiger_756421,1
yi29oe_286227,1
fake619_6169,0
fake620_9747,0
user659723,1
fake622_9260,0
fake623_2566,0
fake624_1777,0
fake625_2562,0
fake626_3027,0
clever_panda_554716,1
user574842,1
fake629_7196,0
fake630_3453,0
fake631_6394,0
fake632_4745,0
user481377,1
fake634_8953,0
4r4ipb_984420,1
v8896r_913609,1
user586407,1
fake638_3362,0
user118793,1
clever_tiger_149188,1
fake641_2754,0
fake642_5931,0
fake643_7583,0
user31508,1
user740842,1
user889063,1
w86t3y_742276,1
user243526,1
user629529,1
user438808,1
fake651_6328,0
user421196,1
yfzait_718814,1
fake654_1152,0
z1vl7q_81120,1
user257389,1
0rfzna_214949,1
lucky_koala_498606,1
fake659_8471,0
fake660_4034,0
vzhmnt_21160,1
fake662_2048,0
mighty_dragon_464631,1
user455157,1
user214444,1
fake666_8413,0
lucky_tiger_249606,1
fake668_6239,0
user600761,1
fake670_5977,0
fake671_7013,0
5xptpt_426324,1
fake673_7556,0
xe2fy6_811554,1
0bi915_730165,1
sm02xi_830070,1
fake677_1496,0
fake678_3751,0
fake679_6058,0
s2ome1_549970,1
fake681_1217,0
clever_otter_488332,1
fake683_5456,0
fake684_1879,0
brave_falcon_757267,1
user386776,1
fake687_3288,0
fake688_9211,0
9x4ekf_846799,1
fake690_7743,0
fake691_8626,0
fake692_9221,0
fake693_4391,0
fake694_3543,0
fake695_4115,0
brave_dragon_855027,1
057pv9_383465,1
fake698_8017,0
fake699_3706,0
wwch0h_20712,1
user839257,1
fake702_3106,0
fake703_1091,0
yx6xoz_921477,1
fake705_7206,0
t60ss9_22514,1
fake707_8450,0
v2vyje_925080,1
clever_panda_644892,1
fake710_9282,0
6j4siw_725711,1
user21464,1
user547938,1
fuzzy_dragon_49077,1
0v8048_160067,1
user607295,1
user447180,1
silent_lynx_936993,1
user310991,1
user371579,1
fake721_4581,0
81gy6q_831492,1
swift_dragon_764656,1
fake724_8980,0
fake725_2742,0
yvtk6i_599419,1
user119397,1
fake728_5527,0
silent_tiger_277377,1
swift_panda_114776,1
user561485,1
bright_falcon_199058,1
fake733_6752,0
fake734_7730,0
lucky_lynx_497894,1
clever_koala_204972,1
clever_panda_178844,1
fake738_3420,0
fake739_9024,0
fake740_4665,0
fake741_2284,0
clever_tiger_966532,1
fake743_7610,0
silent_tiger_603713,1
bright_dragon_898418,1
fake746_6524,0
fake747_5450,0
mighty_lynx_929511,1
fake749_5868,0
3t94fk_990338,1
xuvo1i_635971,1
si7yb6_389017,1
user576184,1
fake754_4939,0
fuzzy_lynx_947685,1
brave_dragon_296691,1
user448880,1
fake758_7540,0
mighty_koala_818991,1
user446142,1
fake761_1437,0
clever_llama_709244,1
fake763_7623,0
xyj94r_505176,1
fake765_2923,0
fake766_8488,0
user977823,1
fake768_7082,0
mighty_falcon_481175,1
fake770_8652,0
zwj56i_243806,1
user66883,1
fake773_3027,0
fake774_3750,0
silent_tiger_715777,1
fake776_9544,0
fake777_8476,0
silent_dragon_221681,1
6vqoo8_198381,1
user954408,1
fake781_5298,0
xw3ri2_313003,1
1wg70d_468627,1
wka3mv_727787,1
9smwe0_601328,1
fake786_6511,0
08g0rk_656298,1
x21w1n_720136,1
fake789_9888,0
fake790_3102,0
fake791_5331,0
silent_panda_961817,1
user603861,1
wmgqdv_105640,1
fake795_1025,0
fake796_3836,0
fake797_8714,0
zuboyl_749438,1
user37132,1
fake800_3469,0
fake801_1243,0
fake802_2868,0
x6vjtg_428086,1
tcmuqo_255795,1
fake805_9450,0
7z2ohn_654410,1
fake807_5050,0
user660144,1
61lyue_87201,1
fake810_8809,0
mighty_tiger_944455,1
fake812_9814,0
user794023,1
user581926,1
fake815_9147,0
ykf7zr_699903,1
fake817_7980,0
silent_lynx_519137,1
fake819_4932,0
fake820_7166,0
fake821_9155,0
tb4ng9_695124,1
fake823_9270,0
fake824_1978,0
bright_otter_979850,1
fake826_8772,0
fake827_6173,0
fake828_9703,0
fake829_1627,0
brave_panda_501595,1
user164874,1
fake832_4690,0
user946465,1
user434124,1
user628991,1
swift_dragon_406768,1
mighty_lynx_217511,1
uw4i6k_797431,1
silent_tiger_492673,1
fake840_2402,0
user540574,1
brave_lynx_693219,1
fake843_6867,0
fake844_2656,0
fake845_2007,0
fake846_7266,0
user155497,1
sq6lkc_869064,1
fake849_4464,0
fake850_1949,0
fake851_8634,0
brave_dragon_807795,1
fake853_6421,0
7th5rp_899249,1
fake855_1391,0
fake856_3090,0
fake857_9837,0
fake858_5062,0
fake859_2098,0
user36053,1
fake861_4284,0
brave_falcon_251411,1
mighty_otter_116367,1
swift_dragon_573744,1
fake865_7515,0
clever_tiger_456068,1
user431565,1
user353891,1
fake869_6570,0
user895979,1
fake871_2231,0
lucky_llama_7934,1
clever_otter_512908,1
vvyllt_35621,1
fake875_5920,0
bright_panda_223450,1
fuzzy_falcon_149717,1
user361544,1
user797543,1
fake880_6930,0
user577935,1
user85924,1
fake883_5482,0
clever_falcon_61844,1
user877679,1
fake886_2833,0
lucky_panda_386270,1
fake888_8566,0
fake889_5200,0
user494590,1
fake891_5642,0
fake892_7127,0
fake893_8353,0
fake894_4346,0
clever_dragon_191028,1
fake896_9081,0
user949399,1
we09zo_186708,1
brave_panda_155227,1
fake900_2238,0
user773963,1
user66212,1
fake903_2718,0
swift_tiger_340928,1
za63b6_684199,1
fake906_8816,0
fake907_8940,0
user740096,1
fake909_3236,0
zhipbn_140175,1
user27737,1
fake912_8353,0
fake913_1953,0
user390469,1
skp8i2_757460,1
fake916_4240,0
xio8oh_58565,1
sqaj27_339334,1
fake919_7734,0
fake920_1670,0
fake921_6360,0
fake922_3572,0
fake923_9506,0
fake924_5881,0
clever_lynx_769636,1
wn02tl_991895,1
brave_falcon_115091,1
fake928_9133,0
fake929_9157,0
x0z16o_34333,1
fake931_2499,0
user626702,1
fake933_3333,0
fake934_5381,0
fake935_4115,0
fuzzy_lynx_662117,1
user131927,1
fake938_7401,0
fake939_9213,0
s914lt_402241,1
user142692,1
fake942_8955,0
fake943_9180,0
silent_llama_59833,1
silent_falcon_211153,1
fake946_8929,0
clever_tiger_761668,1
fake948_3322,0
fake949_6061,0
vs23f2_602355,1
fake951_6435,0
fake952_9681,0
wmc8gt_333996,1
va0uo0_522629,1
t9xnwz_673163,1
fake956_2669,0
fake957_8668,0
user782037,1
fake959_3900,0
486t8j_477796,1
user349898,1
fake962_3841,0
fake963_7766,0
fake964_7754,0
fake965_8267,0
fake966_4847,0
fake967_7021,0
bright_llama_409146,1
user380705,1
user659485,1
fake971_1063,0
fake972_1169,0
user70965,1
fake974_7377,0
fake975_9972,0
fake976_7214,0
fake977_3983,0
fake978_5800,0
bright_lynx_864354,1
fake980_1972,0
fake981_5057,0
wkjpt1_997553,1
y5tfhz_691479,1
user885604,1
fake985_6215,0
wpebnl_991034,1
fake987_8720,0
fake988_8179,0
fake989_4891,0
fake990_7059,0
fake991_2054,0
xy18m7_31793,1
fake993_7302,0
fake994_7538,0
fake995_6622,0
fake996_4051,0
fake997_7402,0
fake998_1296,0
vkwwqi_808749,1
fake1000_2598,0
2ungce_290213,1
fake1002_3480,0
fake1003_9352,0
fake1004_1850,0
fake1005_1947,0
fake1006_4186,0
mighty_llama_703871,1
lucky_llama_841918,1
user178618,1
user624321,1
fuzzy_lynx_981029,1
fake1012_4075,0
fake1013_3612,0
fake1014_6604,0
lucky_lynx_475750,1
fake1016_2763,0
swift_panda_483416,1
fake1018_7824,0
fake1019_4146,0
user623176,1
01lm37_437607,1
fake1022_2089,0
fake1023_6188,0
lucky_falcon_48086,1
swift_lynx_440992,1
fake1026_6430,0
fake1027_4011,0
fake1028_6170,0
fake1029_4810,0
clever_falcon_369748,1
fake1031_7084,0
clever_otter_5196,1
fake1033_1028,0
fake1034_8478,0
user759121,1
brave_panda_609179,1
fake1037_6975,0
fake1038_5515,0
user382669,1
fake1040_2545,0
swift_otter_253512,1
z7jc39_723917,1
fake1043_7739,0
fake1044_9192,0
viphvu_315626,1
fake1046_1354,0
yzggbd_455268,1
fake1048_4140,0
fake1049_4229,0
fake1050_6521,0
xut8il_26842,1
fake1052_8449,0
bright_lynx_691426,1
fake1054_3755,0
user243971,1
fake1056_5131,0
lucky_panda_973406,1
fake1058_2326,0
fake1059_1803,0
fake1060_1865,0
user625070,1
fake1062_8042,0
86yoit_649465,1
user253164,1
fake1065_5353,0
user335381,1
fake1067_9946,0
fake1068_9108,0
mighty_dragon_822199,1
fake1070_9796,0
fake1071_6587,0
fake1072_6150,0
fake1073_4171,0
fake1074_7781,0
fake1075_5081,0
brave_otter_21003,1
fake1077_1953,0
uzhczi_540293,1
fake1079_1034,0
fake1080_7914,0
fake1081_2321,0
user562895,1
user782843,1
user498656,1
fake1085_9645,0
fake1086_5743,0
v8ckmo_119253,1
1zaqvj_545101,1
fake1089_6366,0
fake1090_4652,0
un3xmc_496451,1
fake1092_7329,0
fake1093_5053,0
fake1094_1355,0
mighty_panda_468063,1
x404q6_931255,1
fake1097_1397,0
fake1098_9511,0
brave_panda_198555,1
user588755,1
fake1101_2565,0
fake1102_3069,0
user221674,1
fake1104_8295,0
fake1105_4097,0
fake1106_9240,0
fake1107_4602,0
fake1108_8173,0
fake1109_6860,0
fake1110_7689,0
user102875,1
user460149,1
user432268,1
fuzzy_tiger_153413,1
fake1115_2903,0
fake1116_6359,0
ww9v3a_908413,1
fake1118_1366,0
fake1119_2810,0
lucky_tiger_67334,1
user604153,1
user771047,1
brave_falcon_243923,1
user523514,1
fake1125_4670,0
fuzzy_dragon_45301,1
fake1127_4176,0
w6ym3c_160470,1
silent_dragon_952433,1
swift_falcon_606800,1
v2vkj0_422572,1
fake1132_4327,0
fake1133_7651,0
spwbkz_909825,1
fake1135_6405,0
user649607,1
662blb_352841,1
fake1138_8116,0
1tn1vu_264680,1
xskc00_205841,1
fuzzy_falcon_161493,1
user556193,1
lucky_llama_508414,1
zs721u_182383,1
user62994,1
fake1146_1996,0
fake1147_9187,0
fake1148_5487,0
fake1149_8079,0
user480461,1
user489331,1
fake1152_9577,0
lucky_tiger_139206,1
silent_panda_368793,1
40io67_284937,1
03kgiu_239222,1
fake1157_7978,0
fake1158_6699,0
swift_koala_460648,1
fake1160_7687,0
user960846,1
clever_tiger_6084,1
fake1163_2161,0
fake1164_2600,0
lucky_koala_96878,1
fake1166_1462,0
fake1167_8329,0
user907988,1
xkv9ea_200675,1
silent_koala_386857,1
xmmeim_335982,1
clever_llama_482812,1
sh0df7_61476,1
fake1174_1535,0
user829906,1
fake1176_4920,0
fake1177_9451,0
fake1178_3555,0
lucky_tiger_953734,1
fake1180_5749,0
fake1181_1687,0
swift_falcon_936848,1
fake1183_9527,0
user705530,1
bright_dragon_296434,1
bright_panda_562714,1
fake1187_1427,0
vs19mh_33630,1
umiifs_814018,1
wleujl_22133,1
fake1191_8453,0
fake1192_7804,0
fake1193_3760,0
3vnl7f_151655,1
mighty_tiger_276231,1
user591906,1
fake1197_2613,0
fuzzy_llama_643261,1
silent_panda_256025,1
user35594,1
fake1201_6397,0
yjnkxn_702973,1
user521440,1
fake1204_4474,0
fake1205_5774,0
fake1206_4515,0
user732063,1
fake1208_2032,0
fake1209_9170,0
user497569,1
bright_lynx_287074,1
tc0w9p_871028,1
swift_panda_940440,1
user963906,1
fake1215_4049,0
fake1216_2193,0
user210191,1
fake1218_6704,0
fake1219_4061,0
fake1220_3197,0
user950780,1
fake1222_7491,0
fake1223_7177,0
4d41pw_535284,1
fake1225_3935,0
swift_lynx_269920,1
fake1227_3884,0
fake1228_8427,0
user346981,1
fake1230_1902,0
0xzvbb_725840,1
user928438,1
fake1233_1270,0
bright_otter_162442,1
user144851,1
yrjx2i_55857,1
fake1237_1201,0
user749413,1
user390816,1
fake1240_6946,0
fake1241_1786,0
fake1242_9945,0
7maqaf_739154,1
5ylasx_301174,1
fake1245_6432,0
fake1246_7731,0
user444897,1
mighty_panda_789791,1
fuzzy_otter_237389,1
fake1250_2028,0
fake1251_5325,0
fake1252_9506,0
user762433,1
fake1254_6691,0
z0rceq_493081,1
user682336,1
fake1257_6608,0
ybi1m4_567645,1
fake1259_4961,0
bright_llama_725306,1
fake1261_6801,0
silent_koala_91177,1
brave_falcon_624147,1
user714945,1
fake1265_6009,0
57cfmx_407794,1
user631553,1
2bfyg9_804195,1
fake1269_4533,0
uk7aq2_941277,1
fake1271_4662,0
fake1272_4000,0
fake1273_8359,0
fake1274_7156,0
fake1275_1430,0
mighty_falcon_258967,1
fake1277_2002,0
swift_koala_491304,1
user419693,1
t9p8gm_483118,1
fake1281_2663,0
user898896,1
fake1283_7246,0
fake1284_4754,0
fake1285_4313,0
mighty_tiger_973639,1
fake1287_2715,0
mighty_falcon_240343,1
fake1289_7363,0
ssja8p_779673,1
user907782,1
fake1292_3087,0
user878370,1
fake1294_5827,0
silent_dragon_931441,1
user649083,1
swift_otter_172296,1
brave_lynx_634531,1
mighty_otter_122767,1
user475606,1
0n2xsu_210415,1
fake1302_9379,0
fake1303_5497,0
user324585,1
fake1305_1935,0
brave_lynx_698147,1
clever_llama_381820,1
user434997,1
user381097,1
bright_panda_513370,1
9mn5pz_63619,1
user773796,1
user507832,1
user299699,1
fake1315_4607,0
2u70l7_369712,1
fake1317_4282,0
user973610,1
silent_otter_523593,1
fake1320_3209,0
clever_lynx_966692,1
clever_koala_785324,1
fake1323_9054,0
fake1324_2036,0
zqbtzw_77720,1
wiag00_598308,1
fake1327_7794,0
user288691,1
fake1329_5343,0
bright_dragon_410866,1
fake1331_8222,0
fake1332_1909,0
swift_otter_471432,1
fake1334_8457,0
bright_falcon_166418,1
fake1336_3185,0
fake1337_4419,0
user646574,1
zx341u_12142,1
xyvysg_615701,1
fake1341_3606,0
lucky_falcon_355158,1
fake1343_6408,0
fuzzy_dragon_276533,1
fake1345_9545,0
6wf7ai_142785,1
user993119,1
fake1348_8862,0
fake1349_8085,0
bright_lynx_874850,1
fake1351_4100,0
fake1352_2392,0
zvrapl_467534,1
clever_dragon_397300,1
fake1355_9122,0
fake1356_3494,0
fake1357_7737,0
fake1358_1055,0
fake1359_8176,0
fake1360_5560,0
fake1361_5497,0
fake1362_7834,0
1sh3jr_709966,1
lucky_dragon_849526,1
4vsm1x_329639,1
0j6boq_610188,1
swift_falcon_301072,1
user811309,1
77x8kj_118586,1
brave_otter_257675,1
mighty_panda_662431,1
fake1372_1984,0
fake1373_8727,0
fake1374_7764,0
fake1375_6703,0
fake1376_6751,0
user60059,1
fake1378_3298,0
fake1379_7262,0
fake1380_2763,0
yxtm19_674298,1
fake1382_9409,0
user857001,1
fake1384_7575,0
silent_otter_952777,1
fake1386_5719,0
clever_lynx_414756,1
y95i7w_719101,1
uws7cw_338841,1
wst5mm_833066,1
silent_otter_309193,1
user575106,1
fake1393_2918,0
fake1394_9302,0
user905111,1
fake1396_5345,0
fuzzy_llama_728829,1
fake1398_3393,0
user516005,1
fake1400_7017,0
fake1401_2823,0
user17144,1
fake1403_7628,0
fake1404_3868,0
fake1405_9370,0
bright_koala_820394,1
fake1407_7980,0
fake1408_2792,0
fuzzy_falcon_253845,1
fake1410_8073,0
fake1411_6227,0
fake1412_7941,0
user679301,1
fake1414_2203,0
fake1415_6795,0
xyubqs_614,1
user761969,1
clever_dragon_623988,1
fake1419_8203,0
fake1420_7115,0
user674584,1
5uvw73_12442,1
fake1423_6424,0
fake1424_5421,0
user792789,1
3fp09a_130561,1
fake1427_6866,0
fake1428_1551,0
fake1429_6915,0
user517322,1
zsb96m_40398,1
mighty_koala_709039,1
fake1433_8553,0
fake1434_7950,0
fake1435_7258,0
ygb1ra_867180,1
fake1437_1618,0
fake1438_8382,0
fake1439_9720,0
fake1440_2420,0
fake1441_6374,0
yc1go5_298288,1
034327_927830,1
fake1444_1433,0
fake1445_6705,0
brave_tiger_218627,1
swift_llama_996920,1
987xe6_552949,1
swift_tiger_821824,1
fake1450_8518,0
zlw6l5_905682,1
fake1452_3389,0
user124091,1
fake1454_6281,0
fake1455_6749,0
fake1456_2472,0
fake1457_1473,0
fake1458_7856,0
xv15yh_773006,1
7u2bnu_785081,1
w1l5x7_375822,1
fake1462_6007,0
fake1463_6106,0
clever_falcon_689044,1
fake1465_8630,0
fuzzy_panda_69085,1
user575341,1
